category,product,rating,reviewText,date,deviceHash,verified,reviewLength
Cafes,Chai Point,3,"Standard cafe Chai Point, nothing crowded special.",2004-06-17,DEV-255385,True,7
Cafes,The Flying Squirrel,2,The Flying Squirrel okay but drinks were dirty.,2014-11-18,DEV-303636,True,8
Cafes,Cafe Hyperion,4,Lovely Cafe Hyperion! welcoming atmosphere and great coffee.,2010-05-23,DEV-443201,True,8
Cafes,Loco Latte,4,Lovely Loco Latte! artisan atmosphere and great coffee.,2025-06-18,DEV-507811,True,8
Cafes,Cafe C,1,Worst cafe visit. Cafe C serves dirty drinks.,2017-07-11,DEV-727298,True,8
Cafes,Coast Cafe,4,Enjoyed Coast Cafe - cozy drinks and cozy vibe.,2025-01-22,DEV-794550,True,9
Cafes,Cafe Hyperion,2,Average experience at Cafe Hyperion - somewhat stale.,2015-12-03,DEV-511833,False,8
Cafes,Cafe Hyperion,4,Lovely Cafe Hyperion! refreshing atmosphere and great coffee.,2021-06-24,DEV-825102,True,8
Cafes,Third Wave Coffee,4,Enjoyed Third Wave Coffee - cozy drinks and cozy vibe.,2016-02-05,DEV-307639,True,10
Cafes,Cafe C,1,Worst cafe visit. Cafe C serves dirty drinks.,2008-08-06,DEV-519426,True,8
Cafes,Diggin Cafe,2,Average experience at Diggin Cafe - somewhat bitter.,2002-02-04,DEV-871075,False,8
Cafes,Ama Cafe Majnu Ka Tilla,3,"Standard cafe Ama Cafe Majnu Ka Tilla, nothing dirty special.",2000-02-16,DEV-770911,True,10
Cafes,Cafe Turtle,5,Love Cafe Turtle - truly welcoming and relaxing.,2003-07-14,DEV-107446,True,8
Cafes,Gloria Jean's,5,Love Gloria Jean's - truly welcoming and relaxing.,2001-09-13,DEV-397954,True,8
Cafes,Dr Zombie,3,Dr Zombie is fine - dirty but comfortable spot.,2015-08-01,DEV-106868,True,9
Cafes,Chaayos,4,Enjoyed Chaayos - artisan drinks and cozy vibe.,2005-03-26,DEV-231816,False,8
Cafes,Cafe Out of the Box,1,Worst cafe visit. Cafe Out of the Box serves stale drinks.,2015-01-12,DEV-888050,True,11
Cafes,Spezia Bistro,5,Love Spezia Bistro - truly welcoming and relaxing.,2010-11-27,DEV-551837,True,8
Cafes,Cafe Coffee Day,4,Enjoyed Cafe Coffee Day - welcoming drinks and cozy vibe.,2012-08-18,DEV-251491,True,10
Cafes,Cafe Samuel,4,Lovely Cafe Samuel! refreshing atmosphere and great coffee.,2005-12-14,DEV-915857,True,8
Cafes,Mocha,5,Perfect cafe! Mocha offers welcoming coffee and pastries.,2020-04-29,DEV-250588,True,8
Cafes,Barista,4,Lovely Barista! welcoming atmosphere and great coffee.,2024-06-16,DEV-657467,True,7
Cafes,Smoor,4,Lovely Smoor! cozy atmosphere and great coffee.,2014-11-21,DEV-183059,True,7
Cafes,Steve and Dodo,3,Steve and Dodo is fine - bitter but comfortable spot.,2025-08-10,DEV-952996,True,10
Cafes,Keventers,5,Love Keventers - truly refreshing and relaxing.,2000-08-29,DEV-426566,False,7
Cafes,Big Yellow Door,4,Lovely Big Yellow Door! aromatic atmosphere and great coffee.,2023-08-22,DEV-254177,True,9
Cafes,Keventers,4,Lovely Keventers! welcoming atmosphere and great coffee.,2007-07-12,DEV-689897,True,7
Cafes,Cafe Hyperion,5,Love Cafe Hyperion - truly cozy and relaxing.,2018-11-19,DEV-129490,True,8
Cafes,Big Yellow Door,1,Worst cafe visit. Big Yellow Door serves crowded drinks.,2006-08-07,DEV-457149,True,9
Cafes,Gloria Jean's,4,Enjoyed Gloria Jean's - aromatic drinks and cozy vibe.,2017-01-08,DEV-528419,True,9
Cafes,Amma's Cafe,3,Amma's Cafe is fine - bitter but comfortable spot.,2020-07-13,DEV-262775,True,9
Cafes,Subko,4,Enjoyed Subko - refreshing drinks and cozy vibe.,2006-07-09,DEV-198861,True,8
Cafes,Social Offline,3,"Standard cafe Social Offline, nothing bitter special.",2016-07-30,DEV-524889,True,7
Cafes,Cafe Plaka,5,Perfect cafe! Cafe Plaka offers refreshing coffee and pastries.,2012-01-14,DEV-439376,True,9
Cafes,The Humble Toast,4,Enjoyed The Humble Toast - welcoming drinks and cozy vibe.,2014-08-03,DEV-972528,True,10
Cafes,Hard Rock Cafe,4,Lovely Hard Rock Cafe! refreshing atmosphere and great coffee.,2007-04-07,DEV-776791,True,9
Cafes,Chai Point,5,Love Chai Point - truly cozy and relaxing.,2026-08-10,DEV-605464,True,8
Cafes,Cafe Peter,4,Lovely Cafe Peter! refreshing atmosphere and great coffee.,2004-04-26,DEV-183786,False,8
Cafes,Ama Cafe Majnu Ka Tilla,3,"Standard cafe Ama Cafe Majnu Ka Tilla, nothing stale special.",2024-01-25,DEV-731438,True,10
Cafes,Cafe Out of the Box,5,Love Cafe Out of the Box - truly refreshing and relaxing.,2004-02-02,DEV-805520,True,11
Cafes,The Brew Estate,4,Lovely The Brew Estate! refreshing atmosphere and great coffee.,2020-12-12,DEV-876930,True,9
Cafes,Cafe Coffee Day,4,Lovely Cafe Coffee Day! artisan atmosphere and great coffee.,2021-04-01,DEV-730424,True,9
Cafes,Cafe 9,3,Cafe 9 is fine - bitter but comfortable spot.,2002-09-19,DEV-311209,False,9
Cafes,Cafe C,5,Perfect cafe! Cafe C offers welcoming coffee and pastries.,2007-12-04,DEV-190005,True,9
Cafes,Cafe Delhi Heights,4,Enjoyed Cafe Delhi Heights - refreshing drinks and cozy vibe.,2005-12-23,DEV-806788,False,10
Cafes,Loco Latte,4,Enjoyed Loco Latte - refreshing drinks and cozy vibe.,2018-02-17,DEV-112638,True,9
Cafes,Ama Cafe Majnu Ka Tilla,3,Ama Cafe Majnu Ka Tilla is fine - bitter but comfortable spot.,2009-12-26,DEV-152618,True,12
Cafes,Chaayos,4,Lovely Chaayos! refreshing atmosphere and great coffee.,2026-11-27,DEV-479037,True,7
Cafes,Social Offline,5,Perfect cafe! Social Offline offers refreshing coffee and pastries.,2009-05-02,DEV-976449,True,9
Cafes,Cafe Wink,4,Enjoyed Cafe Wink - artisan drinks and cozy vibe.,2015-08-14,DEV-403031,True,9
Cafes,Dr Zombie,5,Love Dr Zombie - truly artisan and relaxing.,2021-04-05,DEV-307257,False,8
Cafes,Cafe Wink,4,Enjoyed Cafe Wink - aromatic drinks and cozy vibe.,2001-09-05,DEV-428925,True,9
Cafes,Loco Latte,4,Lovely Loco Latte! cozy atmosphere and great coffee.,2018-11-18,DEV-455912,True,8
Cafes,Cafe Delhi Heights,4,Lovely Cafe Delhi Heights! refreshing atmosphere and great coffee.,2025-05-22,DEV-347418,True,9
Cafes,Starbucks,5,Perfect cafe! Starbucks offers cozy coffee and pastries.,2018-07-07,DEV-306010,True,8
Cafes,The Pantry,1,The Pantry was awful - coffee tasted overpriced and place dirty.,2006-10-28,DEV-115290,True,11
Cafes,Peggy's Cuppa,5,Perfect cafe! Peggy's Cuppa offers aromatic coffee and pastries.,2023-02-15,DEV-330963,False,9
Cafes,Cafe Coffee Day,5,Love Cafe Coffee Day - truly aromatic and relaxing.,2013-02-17,DEV-597558,True,9
Cafes,Keventers,3,"Standard cafe Keventers, nothing dirty special.",2019-07-11,DEV-835332,True,6
Cafes,Smoor,2,Average experience at Smoor - somewhat dirty.,2021-12-15,DEV-834673,True,7
Cafes,Starbucks,5,Perfect cafe! Starbucks offers welcoming coffee and pastries.,2000-11-07,DEV-541373,False,8
Cafes,Cafe Samuel,5,Love Cafe Samuel - truly refreshing and relaxing.,2000-01-25,DEV-931564,True,8
Cafes,Chai Point,2,Average experience at Chai Point - somewhat overpriced.,2024-11-01,DEV-323919,False,8
Cafes,Cafe Delhi Heights,5,Perfect cafe! Cafe Delhi Heights offers artisan coffee and pastries.,2007-10-06,DEV-434637,True,10
Cafes,Cafe Turtle,2,Cafe Turtle okay but drinks were bitter.,2002-09-26,DEV-935416,False,7
Cafes,Starbucks,5,Perfect cafe! Starbucks offers welcoming coffee and pastries.,2006-04-08,DEV-247400,True,8
Cafes,Cafe 9,5,Love Cafe 9 - truly cozy and relaxing.,2007-10-09,DEV-362491,True,8
Cafes,Chaayos,4,Enjoyed Chaayos - refreshing drinks and cozy vibe.,2022-12-08,DEV-292111,True,8
Cafes,Gloria Jean's,5,Love Gloria Jean's - truly artisan and relaxing.,2007-05-26,DEV-687281,True,8
Cafes,Dr Zombie,3,Dr Zombie is fine - stale but comfortable spot.,2000-12-18,DEV-561804,True,9
Cafes,Steve and Dodo,5,Love Steve and Dodo - truly aromatic and relaxing.,2022-05-28,DEV-384599,True,9
Cafes,Coast Cafe,3,Coast Cafe is fine - bitter but comfortable spot.,2008-08-28,DEV-115668,True,9
Cafes,Smoor,1,Smoor was awful - coffee tasted crowded and place dirty.,2005-09-29,DEV-220037,True,10
Cafes,Cafe Turtle,1,Worst cafe visit. Cafe Turtle serves stale drinks.,2026-10-13,DEV-758883,True,8
Cafes,Blue Tokai,2,Blue Tokai okay but drinks were overpriced.,2005-04-29,DEV-394613,False,7
Cafes,Cafe Stay,5,Perfect cafe! Cafe Stay offers welcoming coffee and pastries.,2006-02-11,DEV-332694,True,9
Cafes,Cafe Dori,3,Cafe Dori is fine - bitter but comfortable spot.,2000-06-13,DEV-766153,True,9
Cafes,Cafe Hyperion,5,Perfect cafe! Cafe Hyperion offers refreshing coffee and pastries.,2017-09-19,DEV-286544,False,9
Cafes,Cafe Coffee Day,1,Worst cafe visit. Cafe Coffee Day serves dirty drinks.,2020-03-02,DEV-942355,True,9
Cafes,Triveni Terrace Cafe,4,Lovely Triveni Terrace Cafe! aromatic atmosphere and great coffee.,2018-01-17,DEV-491584,True,9
Cafes,The Flying Squirrel,4,Enjoyed The Flying Squirrel - welcoming drinks and cozy vibe.,2015-09-26,DEV-419441,True,10
Cafes,Amma's Cafe,5,Love Amma's Cafe - truly cozy and relaxing.,2001-11-20,DEV-802708,True,8
Cafes,Ama Cafe Majnu Ka Tilla,1,Worst cafe visit. Ama Cafe Majnu Ka Tilla serves bitter drinks.,2018-04-19,DEV-528805,True,11
Cafes,Farmers Basket Pluck,2,Average experience at Farmers Basket Pluck - somewhat overpriced.,2012-03-04,DEV-787792,True,9
Cafes,Triveni Terrace Cafe,5,Love Triveni Terrace Cafe - truly cozy and relaxing.,2012-10-29,DEV-686437,True,9
Cafes,Cafe Coffee Day,4,Enjoyed Cafe Coffee Day - aromatic drinks and cozy vibe.,2000-01-01,DEV-382150,True,10
Cafes,Cafe Dori,3,"Standard cafe Cafe Dori, nothing overpriced special.",2004-07-26,DEV-205286,True,7
Cafes,Triveni Terrace Cafe,3,"Standard cafe Triveni Terrace Cafe, nothing dirty special.",2001-08-04,DEV-228577,True,8
Cafes,Cafe 9,4,Enjoyed Cafe 9 - cozy drinks and cozy vibe.,2014-03-27,DEV-691273,True,9
Cafes,Barista,5,Perfect cafe! Barista offers cozy coffee and pastries.,2002-12-12,DEV-934561,False,8
Cafes,Lashkaraa Cafe,2,Average experience at Lashkaraa Cafe - somewhat stale.,2001-09-29,DEV-257431,True,8
Cafes,Farmers Basket Pluck,4,Lovely Farmers Basket Pluck! cozy atmosphere and great coffee.,2024-01-16,DEV-953734,True,9
Cafes,Social Offline,4,Enjoyed Social Offline - cozy drinks and cozy vibe.,2009-10-25,DEV-844277,True,9
Cafes,Blue Tokai,4,Enjoyed Blue Tokai - cozy drinks and cozy vibe.,2012-04-30,DEV-171900,True,9
Cafes,Diggin Cafe,5,Love Diggin Cafe - truly artisan and relaxing.,2005-04-29,DEV-258687,False,8
Cafes,Social Offline,5,Perfect cafe! Social Offline offers aromatic coffee and pastries.,2006-02-01,DEV-606428,False,9
Cafes,Barista,5,Perfect cafe! Barista offers artisan coffee and pastries.,2013-11-20,DEV-957646,True,8
Cafes,Hard Rock Cafe,3,"Standard cafe Hard Rock Cafe, nothing stale special.",2010-11-21,DEV-178251,True,8
Cafes,Cafe Delhi Heights,2,Average experience at Cafe Delhi Heights - somewhat dirty.,2004-07-12,DEV-851917,True,9
Cafes,Cafe 9,3,"Standard cafe Cafe 9, nothing stale special.",2022-05-21,DEV-684766,False,7
Cafes,Chaayos,1,Worst cafe visit. Chaayos serves crowded drinks.,2017-04-09,DEV-589162,True,7
Cafes,Diggin Cafe,3,Diggin Cafe is fine - bitter but comfortable spot.,2018-03-13,DEV-228505,True,9
Cafes,Cafe 9,4,Enjoyed Cafe 9 - cozy drinks and cozy vibe.,2003-03-17,DEV-872955,True,9
Cafes,Cafe Hyperion,4,Enjoyed Cafe Hyperion - cozy drinks and cozy vibe.,2018-01-07,DEV-758375,False,9
Cafes,Cafe Hyperion,5,Love Cafe Hyperion - truly artisan and relaxing.,2020-11-04,DEV-973965,True,8
Cafes,Loco Latte,5,Love Loco Latte - truly refreshing and relaxing.,2009-10-05,DEV-563151,True,8
Cafes,Cafe Delhi Heights,3,Cafe Delhi Heights is fine - crowded but comfortable spot.,2005-07-02,DEV-601855,True,10
Cafes,Cafe Dori,4,Lovely Cafe Dori! cozy atmosphere and great coffee.,2021-10-20,DEV-726069,True,8
Cafes,Keventers,2,Keventers okay but drinks were dirty.,2012-04-16,DEV-118676,True,6
Cafes,Steve and Dodo,3,"Standard cafe Steve and Dodo, nothing dirty special.",2007-05-08,DEV-528740,True,8
Cafes,Cafe Out of the Box,5,Perfect cafe! Cafe Out of the Box offers artisan coffee and pastries.,2020-06-23,DEV-348594,True,12
Cafes,Mocha,5,Love Mocha - truly artisan and relaxing.,2010-09-07,DEV-597523,True,7
Cafes,Smoor,5,Love Smoor - truly refreshing and relaxing.,2010-12-21,DEV-950823,True,7
Cafes,Coast Cafe,2,Coast Cafe okay but drinks were dirty.,2021-08-08,DEV-627232,True,7
Cafes,Social Offline,5,Perfect cafe! Social Offline offers welcoming coffee and pastries.,2002-01-05,DEV-969784,True,9
Cafes,Cafe Out of the Box,4,Lovely Cafe Out of the Box! refreshing atmosphere and great coffee.,2024-08-20,DEV-678364,True,11
Cafes,Triveni Terrace Cafe,5,Perfect cafe! Triveni Terrace Cafe offers welcoming coffee and pastries.,2007-05-06,DEV-398665,True,10
Cafes,Social Offline,5,Love Social Offline - truly artisan and relaxing.,2007-05-14,DEV-278957,True,8
Cafes,Cafe Peter,5,Perfect cafe! Cafe Peter offers aromatic coffee and pastries.,2012-05-13,DEV-101961,False,9
Cafes,Third Wave Coffee,4,Enjoyed Third Wave Coffee - aromatic drinks and cozy vibe.,2023-09-18,DEV-535777,True,10
Cafes,Barista,5,Love Barista - truly refreshing and relaxing.,2008-10-17,DEV-556703,True,7
Cafes,Cafe C,5,Love Cafe C - truly aromatic and relaxing.,2001-09-05,DEV-324073,True,8
Cafes,Dr Zombie,5,Perfect cafe! Dr Zombie offers welcoming coffee and pastries.,2010-01-31,DEV-499576,True,9
Cafes,Cafe Dori,4,Lovely Cafe Dori! artisan atmosphere and great coffee.,2022-07-18,DEV-388298,True,8
Cafes,Triveni Terrace Cafe,3,Triveni Terrace Cafe is fine - dirty but comfortable spot.,2006-09-19,DEV-163089,False,10
Cafes,Cafe Plaka,4,Lovely Cafe Plaka! cozy atmosphere and great coffee.,2016-09-08,DEV-247575,True,8
Cafes,Big Yellow Door,3,Big Yellow Door is fine - dirty but comfortable spot.,2000-10-13,DEV-674962,True,10
Cafes,Starbucks,2,Starbucks okay but drinks were bitter.,2026-12-05,DEV-611918,True,6
Cafes,Triveni Terrace Cafe,4,Lovely Triveni Terrace Cafe! cozy atmosphere and great coffee.,2016-04-30,DEV-139345,True,9
Cafes,The Flying Squirrel,4,Lovely The Flying Squirrel! cozy atmosphere and great coffee.,2005-03-25,DEV-880060,True,9
Cafes,Cafe Stay,5,Perfect cafe! Cafe Stay offers artisan coffee and pastries.,2006-11-14,DEV-990245,True,9
Cafes,Triveni Terrace Cafe,4,Enjoyed Triveni Terrace Cafe - welcoming drinks and cozy vibe.,2022-09-12,DEV-373186,True,10
Cafes,Diggin Cafe,4,Enjoyed Diggin Cafe - cozy drinks and cozy vibe.,2008-11-28,DEV-393589,True,9
Cafes,Cafe Plaka,5,Love Cafe Plaka - truly refreshing and relaxing.,2008-01-02,DEV-618620,True,8
Cafes,Cafe 9,4,Enjoyed Cafe 9 - refreshing drinks and cozy vibe.,2012-11-25,DEV-222854,False,9
Cafes,Cafe Dori,4,Lovely Cafe Dori! aromatic atmosphere and great coffee.,2023-01-03,DEV-919602,True,8
Cafes,Third Wave Coffee,4,Lovely Third Wave Coffee! aromatic atmosphere and great coffee.,2006-08-20,DEV-138161,True,9
Cafes,Lashkaraa Cafe,5,Love Lashkaraa Cafe - truly welcoming and relaxing.,2020-04-02,DEV-317635,True,8
Cafes,Social Offline,3,Social Offline is fine - dirty but comfortable spot.,2022-10-29,DEV-422242,True,9
Cafes,Cafe Lota,3,Cafe Lota is fine - stale but comfortable spot.,2025-12-14,DEV-213817,True,9
Cafes,The Flying Squirrel,5,Perfect cafe! The Flying Squirrel offers refreshing coffee and pastries.,2012-10-20,DEV-872447,False,10
Cafes,Cafe 9,3,Cafe 9 is fine - crowded but comfortable spot.,2013-04-08,DEV-143785,True,9
Cafes,Cafe Delhi Heights,2,Average experience at Cafe Delhi Heights - somewhat overpriced.,2009-10-06,DEV-210713,True,9
Cafes,Peggy's Cuppa,4,Lovely Peggy's Cuppa! refreshing atmosphere and great coffee.,2013-10-07,DEV-297733,True,8
Cafes,The Humble Toast,1,The Humble Toast was awful - coffee tasted crowded and place dirty.,2003-01-29,DEV-881518,True,12
Cafes,The Humble Toast,3,The Humble Toast is fine - stale but comfortable spot.,2026-01-16,DEV-575727,True,10
Cafes,Chai Point,4,Enjoyed Chai Point - artisan drinks and cozy vibe.,2001-01-08,DEV-959383,True,9
Cafes,The Humble Toast,5,Perfect cafe! The Humble Toast offers refreshing coffee and pastries.,2004-02-27,DEV-222344,True,10
Cafes,Starbucks,4,Lovely Starbucks! welcoming atmosphere and great coffee.,2011-10-08,DEV-678975,True,7
Cafes,Dr Zombie,3,Dr Zombie is fine - dirty but comfortable spot.,2026-01-18,DEV-638772,True,9
Cafes,Cafe Coffee Day,5,Love Cafe Coffee Day - truly artisan and relaxing.,2001-11-02,DEV-417921,True,9
Cafes,Cafe C,2,Cafe C okay but drinks were dirty.,2023-09-02,DEV-444514,False,7
Cafes,Third Wave Coffee,4,Lovely Third Wave Coffee! artisan atmosphere and great coffee.,2012-07-31,DEV-713203,True,9
Cafes,Cafe Plaka,4,Lovely Cafe Plaka! refreshing atmosphere and great coffee.,2010-10-18,DEV-866904,True,8
Cafes,Loco Latte,3,"Standard cafe Loco Latte, nothing overpriced special.",2010-04-22,DEV-340521,True,7
Cafes,Cafe Plaka,5,Perfect cafe! Cafe Plaka offers cozy coffee and pastries.,2022-08-29,DEV-286547,True,9
Cafes,Steve and Dodo,3,"Standard cafe Steve and Dodo, nothing bitter special.",2023-12-11,DEV-518847,True,8
Cafes,Cafe Lota,5,Love Cafe Lota - truly aromatic and relaxing.,2022-07-05,DEV-350891,False,8
Cafes,Smoor,3,Smoor is fine - stale but comfortable spot.,2013-07-28,DEV-643699,True,8
Cafes,Coast Cafe,4,Enjoyed Coast Cafe - aromatic drinks and cozy vibe.,2008-07-08,DEV-823332,True,9
Cafes,Social Offline,1,Social Offline was awful - coffee tasted bitter and place dirty.,2005-06-11,DEV-659142,True,11
Cafes,Keventers,5,Perfect cafe! Keventers offers artisan coffee and pastries.,2021-06-08,DEV-222719,True,8
Cafes,Blue Tokai,1,Worst cafe visit. Blue Tokai serves dirty drinks.,2016-10-18,DEV-704749,True,8
